smiles,rev_smiles
CCN(Cc1ccc(Cl)c(Cl)c1)c1ccc2nc(N)nc(N)c2c1C,C1c2c)N(cn)N(cn2ccc1c)1c)lC(c)lC(ccc1cC(NCC
Nc1ccc(CC[C@H]2CCC/C=C/[C@@H]3C[C@H](O)C[C@H]3[C@H](O)/C=C/C(=O)O2)cc1,1cc)2O)O=(C/C=C/)O(]H@C[3]H@C[C)O(]H@C[C3]H@@C[/C=C/CCC2]H@C[CC(ccc1cN
CC(=O)Nc1ccc(CC[C@H]2CCC/C=C/[C@@H]3C[C@H](O)C[C@H]3[C@H](O)/C=C/C(=O)O2)cc1,1cc)2O)O=(C/C=C/)O(]H@C[3]H@C[C)O(]H@C[C3]H@@C[/C=C/CCC2]H@C[CC(ccc1cN)O=(CC
O=C1/C=C/[C@@H](O)[C@@H]2C[C@@H](O)C[C@H]2/C=C/CCC[C@H](CCc2ccc(C(F)(F)F)cc2)O1,1O)2cc)F)F()F(C(ccc2cCC(]H@C[CCC/C=C/2]H@C[C)O(]H@@C[C2]H@@C[)O(]H@@C[/C=C/1C=O
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,1c)32c4cc)C(ccn4c]Hn[3c)C(c)3CC)C(NCC3CN)O=(C(cc2c-(cccc1c)O=()O=(SCC
COc1ccc(CC(NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1,1cc)2OC)C(2]@@C[)O=(C)2ccccc2cC(]H@@C[N)O=(C)2CCOCC2NC)O=(CN)C(]H@C[)O=(CN(CC(ccc1cOC
COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,C2N)O=(C)F()F(CC)1CCCC1C(N)1n(c2ccn1cN1ccc)2CC)C(NCC2CN)O=(C(cc1cOC
CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21,12cc)O=(c)CS(ccc2c-2c)CO(c)CO(c)CO(cc2cCC1]H@C[NC
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C1C,C1C=C/C=C/C=C/)C(]H@C[C)C(]H@C[)O=(C)CO(]H@@C[)O(]H@@C[)C(C=C)C(]H@C[)O=(CC)2C)CO(]H@C[)O(]H@@C[CC2]H@@C[C)C(]H@C[(]H@C[O)O=(C2]H@C[CCCC2N)O=(C)O=(C)2O()O(]@@C[)C(]H@@C[CC2]H@@C[C1]H@C[OC
COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC1OC(CO)C(O)C(O)C1O)CC2,2CC)O1C)O(C)O(C)OC(CO1CN(]H@@C[1cc)O=(c)CS(ccc1c-)CO1c)CO(c(c2cc1cOC
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1cccc([N+](=O)[O-])c1)C[C@@H]3OC1CC(N)C(O)C(C)O1,1O)C(C)O(C)N(CC1CO3]H@@C[C)1c)]-O[)O=(]+N[(cccc1c)O=(CN/N=)C(C/()O(]@@C[C)O=2C1c)O(c(c3c)O(c1c)O=(C1c2cccc1cOC
CCN1/C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21,12ccccc2cS)CC2]+n[3ccccc3cs2c/C=C/C=C/C=(C/1NCC
COc1cccc(-c2cc(NCc3ccc4c(c3)OCO4)nc(N)n2)c1,1c)2n)N(cn)4OCO)3c(c4ccc3cCN(cc2c-(cccc1cOC
O=[N+]([O-])c1ccc(-c2nc(N(CCO)CCO)c3ccccc3n2)o1,1o)2n3ccccc3c)OCC)OCC(N(cn2c-(ccc1c)]-O[(]+N[=O
CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C1CCCC1,1CCCC1C1N2cn)CO3cc)4CC)5CC)6CC6CC(NCC5C(NCC4CN)O=(C(ccc3cN(cnc2c-2ncn)N#C(c2c1]H@@C[CC
Cc1ccc(Cl)cc1-c1nc(N)nc(Nc2ccc(Br)cc2)n1,1n)2cc)rB(ccc2cN(cn)N(cn1c-1cc)lC(ccc1cC
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccc(Cl)cc1)C[C@@H]3OC1CC(N)C(O)C(C)O1,1O)C(C)O(C)N(CC1CO3]H@@C[C)1cc)lC(ccc1c)O=(CN/N=)C(C/()O(]@@C[C)O=2C1c)O(c(c3c)O(c1c)O=(C1c2cccc1cOC
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1,1C)F()F(CC1N)1n)2c)F)F()F(C(cc)F)F()F(C(cc2c-(cnc1n\C=C/(C=O
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccc(Cl)c(Cl)c1)C[C@@H]3OC1CC(N)C(O)C(C)O1,1O)C(C)O(C)N(CC1CO3]H@@C[C)1c)lC(c)lC(ccc1c)O=(CN/N=)C(C/()O(]@@C[C)O=2C1c)O(c(c3c)O(c1c)O=(C1c2cccc1cOC
CCOc1ccc(-c2cnnn2-c2nonc2-n2cccc2)cc1,1cc)2cccc2n-2cnon2c-2nnnc2c-(ccc1cOCC
CC(=Nc1ccccc1)C1=C(O)C(Cc2cccc(F)c2)NC1=O,O=1CN)2c)F(cccc2cC(C)O(C=1C)1ccccc1cN=(CC
C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)/C=C/C=C/c1ccccc1,1ccccc1c/C=C/C=C/)O=(CO2C)C(C)3O(1C4CC=)C(C)O=(C)O(4C)O(C)OC(4CO4C1C1CO)4ccccc4c(3CO21C)C(C=C
CCC(C)C(=O)OC1C(=O)OC2CC3C(C)=CC(=O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,O4C)C(C1C32CCO)O(4C3C)C(3C)O(C)O=(CC=)C(C3CC2CO)O=(C1CO)O=(C)C(CCC
COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)[C@H](O)C(=O)C=C(C)[C@@H]1C[C@H]3OC(=O)C(OC(C)=O)[C@@H]24,42]H@@C[)O=)C(CO(C)O=(CO3]H@C[C1]H@@C[)C(C=C)O=(C)O(]H@C[)C(1]@@C[)O1]H@@C[)O(]H@@C[(]H@C[43]@C[CO21]@@C[)O=(COC
COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,1]Hn[2cc)3sccc3c)O=(C(ccc2cn1cN)O=(COC
CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,C)C(2C1C=)C(C)3ccccc3c)C)C()C(CO)O=(CN(]H@@C[)O(]H@C[)O=(CO(]H@C[C)O(2]@C[)2ccccc2c)O=(CO(]H@C[2]H@C[)O=)C(CO(3]@@C[CO3]H@C[C)CO(]H@@C[)C(2]@C[)O=(C1]H@C[OC
CCCCCCCCCCCCNC(=O)N[C@H](C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C)NC1=O)C(C)C,C)C(C)O=1CN)C(]H@C[/C=C/)O=(CNCC/C=C/1]H@C[N)O=(C(]H@C[N)O=(CNCCCCCCCCCCCC
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)[C@@H]6C[C@@H]6CN6CC[C@]43[C@@H]65)C2)C1,1C)2C)56]H@@C[34]@C[CC6NC6]H@@C[C6]H@@C[)CC(5]@C[)O=)C(CO(]H@C[)CO)O=(C()O(]@@C[3]H@C[)C(N)CO3cc(c4cc3c()CO)O=(C(C)43ccccc4c]Hn[(c3cCC(NC2]H@C[C)O(1]@C[CC
COC1C(O)=C2C(=O)OC(C)(O)/C=C/C=C\C=C/C=C/C(c3ccccc3)NC(=O)/C=C/C=C/C=C/C=C/C2(C)C1O,O1C)C(2C/C=C/C=C/C=C/C=C/)O=(CN)3ccccc3c(C/C=C/C=C\C=C/C=C/)O()C(CO)O=(C2C=)O(C1COC
C[C@]12CC[C@H](O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3ccc(=O)oc3)CC[C@]12O,O21]@C[CC)3co)O=(ccc3c(C)C(2]@C[CC2]H@@C[1]H@@C[CC1C=C)O(]H@C[CC21]@C[C
CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO,OC)C()C(C)1ns)32cnc)4c]Hn[nc4c-(c3nc)C(cn2cN(cc1cC(NCC
COc1cc(C(=O)N[C@@H]2CCCN(C)C2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(C)(C)C(=O)N2C,C2N)O=(C)C()C(CC)1CCCC1C(N)1n(c2ccn1cN1ccc)2C)C(NCCC2]H@@C[N)O=(C(cc1cOC
COc1ccccc1CNCCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCNCCCCN)C3=O,O=3C)NCCCCNCCC(N)O=(C)O=1C)42c(ccc(c4c3ccc2c)O=(C1NCCCNC1ccccc1cOC
COc1cc(-c2n/c(=C\c3c(O)[nH]c4ccccc34)cc3c2=Nc2ccccc2-3)cc(OC)c1OC,CO1c)CO(cc)3-2ccccc2cN=2c3cc)43ccccc4c]Hn[)O(c3c\C=(c/n2c-(cc1cOC
COc1ccc(CC2C(=O)NC(C)C(=O)N(C)C3C(=O)N(C)C(Cc4ccc(O)c(c4)Oc4ccc(cc4)C3O)C(=O)NC(C)C(=O)NC(C)C(=O)N2C)cc1,1cc)C2N)O=(C)C(CN)O=(C)C(CN)O=(C)O3C)4cc(ccc4cO)4c(c)O(ccc4cC(C)C(N)O=(C3C)C(N)O=(C)C(CN)O=(C2CC(ccc1cOC
COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ccc(Cl)cc3C(=O)c3ccccc3Cl)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,CO1c)CO(cc)4OCO)32]H@C[)O=(COC3]H@C[)lC3ccccc3c)O=(C3cc)lC(ccc3cN(]H@@C[3cc(c4cc3c2]H@@C[(cc1cOC
ClCCn1c(CCl)nc2ccc(Cl)cc21,12cc)lC(ccc2cn)lCC(c1nCClC
CSC(=S)N/N=C(\C)c1ccccn1,1ncccc1c)C\(C=N/N)S=(CSC
COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)[C@@H]1C=CO[C@@H]1O4,4O1]H@@C[OC=C1]H@@C[)21co3c(c4cc)CO(c3c)O=(c2c)O(ccc1cOC
CCCCCc1c(C)[nH]c(/C=C2\N=C(c3ccc[nH]3)C=C2Oc2ccc(Cl)cc2)c1C,C1c)2cc)lC(ccc2cO2C=C)3]Hn[ccc3c(C=N\2C=C/(c]Hn[)C(c1cCCCCC
CCCCCc1c(C)[nH]c(/C=C2\N=C(c3ccc[nH]3)C=C2Oc2ccccc2)c1C,C1c)2ccccc2cO2C=C)3]Hn[ccc3c(C=N\2C=C/(c]Hn[)C(c1cCCCCC
CCCCCc1c(C)[nH]c(/C=C2\N=C(c3ccc[nH]3)C=C2Oc2ccc(OC)cc2)c1C,C1c)2cc)CO(ccc2cO2C=C)3]Hn[ccc3c(C=N\2C=C/(c]Hn[)C(c1cCCCCC
CCCCCc1c(C)[nH]c(/C=C2\N=C(c3ccc[nH]3)C=C2OCc2ccccc2)c1C,C1c)2ccccc2cCO2C=C)3]Hn[ccc3c(C=N\2C=C/(c]Hn[)C(c1cCCCCC
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,21CO)OC(C)O(C1CO)1n(c2ncc1c=N
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1C(F)(F)F,F)F()F(C1cc)O)O=(C)O)O=(CCC(CN)O=(C(ccc1c)1n2c)N(cn)N(cn2cnc1cC(NC
CC1CC(O)C(=O)C(O[C@@H]2C[C@@H]3CC[C@@H]4[C@H](CC[C@]5(C)C(C6=CC(=O)OC6)CC[C@]45O)[C@@]3(C=O)C[C@H]2O)O1,1O)O2]H@C[C)O=C(3]@@C[)O54]@C[CC)6CO)O=(CC=6C(C)C(5]@C[CC(]H@C[4]H@@C[CC3]H@@C[C2]H@@C[O(C)O=(C)O(CC1CC
NC(=O)c1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,21c)N(cncn2c)O2C)O(C)OC(CO2C(nc1c)O=(CN
COc1ccc(-c2[nH]nc(N)c2-c2cc(OC)c(OC)c(OC)c2)cc1,1cc)2c)CO(c)CO(c)CO(cc2c-2c)N(cn]Hn[2c-(ccc1cOC
COc1ccc(-c2n[nH]nc2-c2cc(OC)c3c(c2)OCO3)cc1,1cc)3OCO)2c(c3c)CO(cc2c-2cn]Hn[n2c-(ccc1cOC
COc1ccc(-c2cnnn2-c2cc(OC)c3c(c2)OCO3)cc1,1cc)3OCO)2c(c3c)CO(cc2c-2nnnc2c-(ccc1cOC
COc1cccc(C2C(C#N)=C(N)Oc3cc(OC)ccc32)c1,1c)23ccc)CO(cc3cO)N(C=)N#C(C2C(cccc1cOC
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,1C)2NCCCC2]H@@C[()O(CC1N)F1cc)I(ccc1cN1c)F(c)F(ccc1c(C=O
O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)CS(=O)(=O)C/C1=C/c1ccc([N+](=O)[O-])cc1,1cc)]-O[)O=(]+N[(ccc1c/C=1C/C)O=()O=(SC)2cc)]-O[)O=(]+N[(ccc2c\C=(C/1C=O
O=C1NC(c2cccc3ccccc23)Nc2ccccc21,12ccccc2cN)32ccccc3cccc2c(CN1C=O
Cc1c2ccccc2c(CSC(=N)N)c2ccccc12,21ccccc2c)N)N=(CSC(c2ccccc2c1cC
COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(C)=O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)C=C/C=C(\C)C2,2C)C\(C=C/C=C)CO(]H@C[)1O)O=(CN()O(]@@C[C1]H@@C[)C(]H@C[1]H@C[O)C(1]@C[)O=)C(C)C(N)C(]H@C[)O=(CO(]H@C[C)O=(C)C(N)lC1c(cc2cc1cOC
COC(=O)c1cc2c(n1S(=O)(=O)c1ccc(C)cc1)C(=O)C(=O)c1[nH]cc(C(=O)OCc3ccccc3)c1-2,2-1c)3ccccc3cCO)O=(C(cc]Hn[1c)O=(C)O=(C)1cc)C(ccc1c)O=()O=(S1n(c2cc1c)O=(COC
COC(=O)c1c[nH]c2c1-c1cc(C(=O)OCc3ccccc3)n(S(=O)(=O)c3ccc(C)cc3)c1C(=O)C2=O,O=2C)O=(C1c)3cc)C(ccc3c)O=()O=(S(n)3ccccc3cCO)O=(C(cc1c-1c2c]Hn[c1c)O=(COC
Cc1c2cnccc2c(C)c2c1c1ccccc1n2CC1CO1,1OC1CC2n1ccccc1c1c2c)C(c2cccnc2c1cC
CCC[Pb+](CCC)CCC,CCC)CCC(]+bP[CCC
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2c(C)cccc12,21cccc)C(c2cn2ccccc2c1cN1ccc)O=)O=()C(SN(cc1cOC
CCOc1cc2c(cc1O)C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,21]H@@C[CC)O(]H@@C[)C(2]@C[CC2]H@@C[1]H@@C[C)O=(C)O1cc(c2cc1cOCC
CCCCCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,O=3C1cccc)CO(c1c)O=(C)1C)2O)C(C)O(C)N(CC2CO(]H@@C[2c)O(c(c3c)O(c2cC)O(1]@C[)O=(CCO)O=(CCCCCCCC
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)COC(=O)c1cccnc1)C[C@@H]3OC1CC(N)C(O)C(C)O1,1O)C(C)O(C)N(CC1CO3]H@@C[C)1cnccc1c)O=(COC)O=(C()O(]@@C[C)O=2C1c)O(c(c3c)O(c1c)O=(C1c2cccc1cOC
CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,1CO)O=(CC=1C1C)C(2CCC3C)C(4CCC)O(CC4CCC3C)O(2CC1CO)O=(CC
Cc1ncc(CCCN(C)C)cc1Nc1ncc2c(n1)-c1ccc(C(F)(F)F)cc1NC(=S)C2,2C)S=(CN1cc)F)F()F(C(ccc1c-)1n(c2ccn1cN1cc)C)C(NCCC(ccn1cC
COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1,1cc)O=)C(CO2]H@@C[)O(]H@@C[CN2]H@@C[C(ccc1cOC
O=C1/C(=C/c2ccc(Cl)cc2Cl)CN(S(=O)(=O)c2ccccc2)C/C1=C\c1ccc(Cl)cc1Cl,lC1cc)lC(ccc1c\C=1C/C)2ccccc2c)O=()O=(S(NC)lC2cc)lC(ccc2c/C=(C/1C=O
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F,F1cc)O2C)O(C)OC(CO2C(n)O=(c]Hn[1c=O
CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1,1c)2c)CO(c)3ocnc3c-(ccc2cN)O=(CN(cccc1c)C(]H@@C[N)O=(CO)N#CC(]H@C[CC
CSc1nc2nc3c(nc2c(=O)n1C)C(=O)c1ccccc1C3=O,O=3C1ccccc1c)O=(C)C1n)O=(c2cn(c3cn2cn1cSC
Cc1cc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)sc1CC[C@@H]1CNc2nc(N)[nH]c(=O)c2C1,1C2c)O=(c]Hn[)N(cn2cNC1]H@@C[CC1cs)O)O=(C)O)O=(CCC(]H@@C[N)O=(C(cc1cC
CC[N+](CC)=c1ccc2nc3c(cc(N)c4ccccc43)oc-2c1,1c2-co)34ccccc4c)N(cc(c3cn2ccc1c=)CC(]+N[CC
COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,C2N)O=(C)F()F(CC)1CCCC1C(N)1n(c2ccn1cN1cc)F(c)2CC)C(NCC2CN)O=(C(cc1cOC
CNCCn1c(=O)c2cc(OC)c(OC)cc2c2cnc3cc4c(cc3c21)OCO4,4OCO)12c3cc(c4cc3cnc2c2cc)CO(c)CO(cc2c)O=(c1nCCNC
COC1=C(OC)[C@]2(OC)c3c(O)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](OC)C[C@H](c1ccccc1)O4,4O)1ccccc1c(]H@C[C)CO(]H@@C[)O=1C3C=CC)2ccccc2c(]H@@C[O32]@@C[O3c(c4c)CO(c)O(c3c)CO(2]@C[)CO(C=1COC
Nc1c(C(=O)Nc2cccc3ccccc23)sc2nc3c(cc12)C(=O)CCC3,3CCC)O=(C)21cc(c3cn2cs)32ccccc3cccc2cN)O=(C(c1cN
CC(=O)O[C@@H]1c2c(c3c(=O)c4cccc(O)c4c(=O)c=3c2=[N+]=[N-])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@]1(C)O,O)C(1]@C[)O=)C(CO(]H@@C[)O=)C(CO(]H@C[)]-N[=]+N[=2c3=c)O=(c4c)O(cccc4c)O=(c3c(c2c1]H@@C[O)O=(CC
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2C(OC2OC(C)C(O)C(O)C2F)C1)C(=O)c1ccccc1C3=O,O=3C1ccccc1c)O=(C)1C)F2C)O(C)O(C)C(CO2CO(C2c)O(c(c3c)O(c2cC)O(1]@C[)O=(CC
COC1CCC(OC2CC(C3(C)CCC4(CC(O)C(C)C(C(C)/C=C(\C)C(=O)C(C)CC(C)C(=O)O)O4)O3)OC3(OC(C4OC(O)(CO)C(C)CC4C)CC3C)C2C)OC1C,C1CO)C2C)C3CC)C4CC)C(C)OC()O(CO4C(CO(3CO)3O)4O)O)O=(C)C(CC)C(C)O=(C)C\(C=C/)C(C(C)C(C)O(CC(4CCC)C(3C(CC2CO(CCC1COC
CC(=O)OC1C(C)OC(OC2C[C@](O)(C(C)=O)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C(F)C1OC(C)=O,O=)C(CO1C)F(C)O=4C2ccccc2c)O=(C)23c)O(c(c4c)O(c3cC)O=)C(C()O(]@C[C2CO(CO)C(C1CO)O=(CC
C[C@@H](Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,lC1ccnc)lC(c1c)1c2c)3c)OCC(nnc3c/C=C/(cn]Hn[2ccc1cO(]H@@C[C
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,1nc)2n3cc)4nc)ON)O=(C(ccn4c)C(NC(cs3c)3CCOCC3N(cn2c-(ccc1cOC
COc1ccc(-c2[nH]ncc2-c2cc(OC)c(OC)c(OC)c2)cc1,1cc)2c)CO(c)CO(c)CO(cc2c-2ccn]Hn[2c-(ccc1cOC
Cc1c(Cl)cccc1NC(=O)c1sc2nc3c(cc2c1N)C(=O)CCC3,3CCC)O=(C)N1c2cc(c3cn2cs1c)O=(CN1cccc)lC(c1cC
CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O,O=2C1cccc)O(c1c)O=(C1C=2C2CO)O=(CC2CO1CC
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,O=4CNC)13c5c2n6ccccc6c5c(c4c3c3ccccc3c1n)OC)O(1]@C[C(]H@C[O21]@C[C
CON(C)C(=O)N1N=C(c2cc(F)ccc2F)SC1(CCCN)c1ccccc1,1ccccc1c)NCCC(1CS)F2ccc)F(cc2c(C=N1N)O=(C)C(NOC
Cn1c([N+](=O)[O-])cnc1/C=C1\Oc2ccccc2C1=O,O=1C2ccccc2cO\1C=C/1cnc)]-O[)O=(]+N[(c1nC
COc1cccc2c1O/C(=C\c1ncc([N+](=O)[O-])n1C)C2=O,O=2C)C1n)]-O[)O=(]+N[(ccn1c\C=(C/O1c2cccc1cOC
COc1ccc(C(=O)NCCN(C)C)c2nc3ccccc3cc12,21cc3ccccc3cn2c)C)C(NCCN)O=(C(ccc1cOC
Cc1cccc2c1O/C(=C\c1ncc([N+](=O)[O-])n1C)C2=O,O=2C)C1n)]-O[)O=(]+N[(ccn1c\C=(C/O1c2cccc1cC
COc1ccc2c(c1)O/C(=C\c1ncc([N+](=O)[O-])n1C)C2=O,O=2C)C1n)]-O[)O=(]+N[(ccn1c\C=(C/O)1c(c2ccc1cOC
COc1ccc(-c2cn[nH]c2-c2cc(OC)c(OC)c(OC)c2)cc1,1cc)2c)CO(c)CO(c)CO(cc2c-2c]Hn[nc2c-(ccc1cOC
CC(=O)OC[C@]12C[C@H](OC(=O)CC(C)C)C(C)=C[C@H]1OC1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]12CO2,2OC21]@@C[)C(2]@@C[)O=)C(CO(]H@@C[)O(]H@C[1CO1]H@C[C=)C(C)C)C(CC)O=(CO(]H@C[C21]@C[CO)O=(CC
CN(C)C(=O)c1cccc(COc2ccc(N3C(N)=NC(N)=NC3(C)C)cc2Cl)c1,1c)lC2cc)C)C(3CN=)N(CN=)N(C3N(ccc2cOC(cccc1c)O=(C)C(NC
Br[Pb](c1ccccc1)(c1ccccc1)c1ccccc1,1ccccc1c)1ccccc1c()1ccccc1c(]bP[rB
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,4OCO)31]H@C[2cc(c4cc2cCC2NCCC32]@C[C=)CO(C1]H@@C[O)O=(C)O)C()C(CCCC()O(]@C[C)O=(COC
Cc1ccc2c(=O)cc(-c3cccc(Cl)c3)[nH]c2n1,1n2c]Hn[)3c)lC(cccc3c-(cc)O=(c2ccc1cC
Cc1cnc2[nH]c(-c3cccc(Cl)c3)cc(=O)c2c1,1c2c)O=(cc)3c)lC(cccc3c-(c]Hn[2cnc1cC
CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(OC(=O)CN)CC4)c3)c2C1,1C2c)3c)4CC)NC)O=(CO(CCC4CN(c)O=)N(C(ccc3c-(nn)F)F()F(C(c2c)O=(CC)C(1CC
CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,2OC21C)C(2C)O=)C(CO(C)O(C1CO1CC=)C(CCC21CCO)O=(CC
N#CC1=C(N)Oc2c(ccc3ccccc23)C1c1cccs1,1sccc1c1C)32ccccc3ccc(c2cO)N(C=1CC#N
COc1ccc(-c2cnoc2-c2cc(OC)c(OC)c(OC)c2)cc1,1cc)2c)CO(c)CO(c)CO(cc2c-2conc2c-(ccc1cOC
COc1ccc(-c2oncc2-c2cc(OC)c(OC)c(OC)c2)cc1,1cc)2c)CO(c)CO(c)CO(cc2c-2ccno2c-(ccc1cOC
COC(=O)C1=C(OC)[C@H]2C#C/C=C\C#C[C@@H]3Nc4c(cc(O)c5c4C(=O)c4ccccc4C5=O)[C@]24O[C@@]34[C@H]1C,C1]H@C[43]@@C[O42]@C[)O=5C4ccccc4c)O=(C4c5c)O(cc(c4cN3]H@@C[C#C\C=C/C#C2]H@C[)CO(C=1C)O=(COC
Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(O)ccc3n(C)c12,21c)C(n3ccc)O(cc3c2cc2c)C)C(NCCN)O=(C(cncc2c1cC
Nc1ccc(S(=O)(=O)Nc2ccc(Nc3c4ccccc4nc4ccccc34)cc2)cc1,1cc)2cc)43ccccc4cn4ccccc4c3cN(ccc2cN)O=()O=(S(ccc1cN
COc1cc(Cl)cc(-c2nn(-c3cccc(NC(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc2-c2ccncc2)c1,1c)2ccncc2c-2cc)3c)4c)F)F()F(C(cc)F)F()F(C(cc4cN)O=(CN(cccc3c-(nn2c-(cc)lC(cc1cOC
O=C1c2cccnc2-c2nccc3c2c1nc1cc(Br)ccc13,31ccc)rB(cc1cn1c2c3cccn2c-2cnccc2c1C=O
COc1cccc(NC(=O)c2sc3nc4c(cc3c2N)C(=O)CCC4)c1,1c)4CCC)O=(C)N2c3cc(c4cn3cs2c)O=(CN(cccc1cOC
